ORIGIN,DEST,QUARTER,PASSENGERS,TIMEPERIOD
MYR,ACY,2,145.0,Second Quarter
MYR,BWI,2,131.0,Second Quarter
MYR,CAK,2,245.0,Second Quarter
MYR,CLE,2,308.0,Second Quarter
MYR,DTW,2,56.0,Second Quarter
MYR,EWR,2,202.0,Second Quarter
MYR,LBE,2,113.0,Second Quarter
MYR,LGA,2,709.0,Second Quarter
MYR,ORD,2,47.0,Second Quarter
MYR,SWF,2,48.0,Second Quarter
OAK,ABQ,2,266.0,Second Quarter
OAK,AUS,2,47.0,Second Quarter
OAK,BNA,2,124.0,Second Quarter
OAK,BOI,2,43.0,Second Quarter
OAK,BUR,2,5841.0,Second Quarter
OAK,BWI,2,114.0,Second Quarter
OAK,DAL,2,182.0,Second Quarter
OAK,DEN,2,809.0,Second Quarter
OAK,DFW,2,116.0,Second Quarter
OAK,ELP,2,41.0,Second Quarter
OAK,EWR,2,43.0,Second Quarter
OAK,GEG,2,41.0,Second Quarter
OAK,HNL,2,42.0,Second Quarter
OAK,HOU,2,130.0,Second Quarter
OAK,KOA,2,65.0,Second Quarter
OAK,LAS,2,4210.0,Second Quarter
OAK,LAX,2,7999.0,Second Quarter
OAK,LGB,2,2924.0,Second Quarter
OAK,MCI,2,105.0,Second Quarter
OAK,MDW,2,383.0,Second Quarter
OAK,MSY,2,100.0,Second Quarter
OAK,OGG,2,295.0,Second Quarter
OAK,ONT,2,2249.0,Second Quarter
OAK,PDX,2,2597.0,Second Quarter
OAK,PHX,2,2079.0,Second Quarter
OAK,PVU,2,173.0,Second Quarter
OAK,RNO,2,219.0,Second Quarter
OAK,SAN,2,5361.0,Second Quarter
OAK,SEA,2,1826.0,Second Quarter
OAK,SLC,2,241.0,Second Quarter
OAK,SNA,2,3094.0,Second Quarter
OAK,STL,2,40.0,Second Quarter
OGD,AZA,2,89.0,Second Quarter
OGG,DFW,2,49.0,Second Quarter
OGG,HNL,2,13377.0,Second Quarter
OGG,ITO,2,175.0,Second Quarter
OGG,KOA,2,486.0,Second Quarter
OGG,LAS,2,46.0,Second Quarter
OGG,LAX,2,496.0,Second Quarter
OGG,LIH,2,800.0,Second Quarter
OGG,OAK,2,213.0,Second Quarter
OGG,PDX,2,116.0,Second Quarter
OGG,SAN,2,72.0,Second Quarter
OGG,SEA,2,460.0,Second Quarter
OGG,SFO,2,405.0,Second Quarter
OGG,SJC,2,108.0,Second Quarter
OGG,SMF,2,88.0,Second Quarter
OKC,ATL,2,105.0,Second Quarter
OKC,DEN,2,118.0,Second Quarter
OKC,HOU,2,287.0,Second Quarter
OKC,LAS,2,299.0,Second Quarter
OKC,PHX,2,43.0,Second Quarter
OMA,ATL,2,44.0,Second Quarter
OMA,DEN,2,210.0,Second Quarter
OMA,LAS,2,566.0,Second Quarter
OMA,MDW,2,420.0,Second Quarter
OMA,PHX,2,271.0,Second Quarter
OMA,STL,2,177.0,Second Quarter
OME,ANC,2,49.0,Second Quarter
ONT,DEN,2,41.0,Second Quarter
ONT,DFW,2,115.0,Second Quarter
ONT,LAS,2,291.0,Second Quarter
ONT,OAK,2,2226.0,Second Quarter
ONT,PDX,2,86.0,Second Quarter
ONT,PHX,2,664.0,Second Quarter
ONT,SEA,2,211.0,Second Quarter
ONT,SFO,2,138.0,Second Quarter
ONT,SJC,2,1061.0,Second Quarter
ONT,SMF,2,2681.0,Second Quarter
ORD,ATL,2,1072.0,Second Quarter
ORD,AUS,2,267.0,Second Quarter
ORD,AVL,2,52.0,Second Quarter
ORD,BDL,2,52.0,Second Quarter
ORD,BNA,2,45.0,Second Quarter
ORD,BOS,2,3818.0,Second Quarter
ORD,BWI,2,368.0,Second Quarter
ORD,CLE,2,284.0,Second Quarter
ORD,CLT,2,2128.0,Second Quarter
ORD,CMH,2,303.0,Second Quarter
ORD,DCA,2,1519.0,Second Quarter
ORD,DEN,2,1335.0,Second Quarter
ORD,DFW,2,1815.0,Second Quarter
ORD,DLH,2,44.0,Second Quarter
ORD,DTW,2,51.0,Second Quarter
ORD,ELP,2,54.0,Second Quarter
ORD,EWR,2,649.0,Second Quarter
ORD,FLL,2,945.0,Second Quarter
ORD,IAD,2,391.0,Second Quarter
ORD,IAH,2,1006.0,Second Quarter
ORD,JFK,2,903.0,Second Quarter
ORD,LAS,2,2034.0,Second Quarter
ORD,LAX,2,4508.0,Second Quarter
ORD,LGA,2,6013.0,Second Quarter
ORD,MCI,2,140.0,Second Quarter
ORD,MCO,2,1769.0,Second Quarter
ORD,MIA,2,1870.0,Second Quarter
ORD,MSP,2,2628.0,Second Quarter
ORD,MSY,2,88.0,Second Quarter
ORD,MYR,2,47.0,Second Quarter
ORD,PDX,2,83.0,Second Quarter
ORD,PHL,2,3439.0,Second Quarter
ORD,PHX,2,1549.0,Second Quarter
ORD,PIT,2,42.0,Second Quarter
ORD,PNS,2,133.0,Second Quarter
ORD,RDU,2,491.0,Second Quarter
ORD,RSW,2,522.0,Second Quarter
ORD,SAN,2,406.0,Second Quarter
ORD,SAT,2,52.0,Second Quarter
ORD,SEA,2,1024.0,Second Quarter
ORD,SFO,2,3185.0,Second Quarter
ORD,SJU,2,396.0,Second Quarter
ORD,SMF,2,42.0,Second Quarter
ORD,SNA,2,473.0,Second Quarter
ORD,STL,2,143.0,Second Quarter
ORD,SYR,2,40.0,Second Quarter
ORD,TPA,2,317.0,Second Quarter
ORD,TUS,2,43.0,Second Quarter
ORD,XNA,2,41.0,Second Quarter
ORF,ATL,2,62.0,Second Quarter
ORF,BWI,2,43.0,Second Quarter
ORF,DFW,2,41.0,Second Quarter
OTZ,ANC,2,61.0,Second Quarter
PBI,ATL,2,397.0,Second Quarter
PBI,BDL,2,41.0,Second Quarter
PBI,BOS,2,1303.0,Second Quarter
PBI,BWI,2,548.0,Second Quarter
PBI,CLT,2,83.0,Second Quarter
PBI,DCA,2,41.0,Second Quarter
PBI,DFW,2,92.0,Second Quarter
PBI,DTW,2,42.0,Second Quarter
PBI,EWR,2,2943.0,Second Quarter
PBI,HPN,2,714.0,Second Quarter
PBI,ISP,2,965.0,Second Quarter
PBI,JFK,2,868.0,Second Quarter
PBI,LGA,2,1268.0,Second Quarter
PBI,PHL,2,227.0,Second Quarter
PDX,ANC,2,131.0,Second Quarter
PDX,ATL,2,74.0,Second Quarter
PDX,BOI,2,479.0,Second Quarter
PDX,BOS,2,40.0,Second Quarter
PDX,DAL,2,127.0,Second Quarter
PDX,DCA,2,42.0,Second Quarter
PDX,DEN,2,430.0,Second Quarter
PDX,DFW,2,311.0,Second Quarter
PDX,EWR,2,98.0,Second Quarter
PDX,GEG,2,465.0,Second Quarter
PDX,HNL,2,135.0,Second Quarter
PDX,JFK,2,295.0,Second Quarter
PDX,LAS,2,955.0,Second Quarter
PDX,LAX,2,3158.0,Second Quarter
PDX,LGB,2,171.0,Second Quarter
PDX,MCI,2,42.0,Second Quarter
PDX,MDW,2,278.0,Second Quarter
PDX,MFR,2,222.0,Second Quarter
PDX,MSP,2,64.0,Second Quarter
PDX,OAK,2,2515.0,Second Quarter
PDX,OGG,2,116.0,Second Quarter
PDX,ONT,2,86.0,Second Quarter
PDX,ORD,2,43.0,Second Quarter
PDX,PHX,2,1291.0,Second Quarter
PDX,PSP,2,146.0,Second Quarter
PDX,RNO,2,186.0,Second Quarter
PDX,SAN,2,915.0,Second Quarter
PDX,SEA,2,412.0,Second Quarter
PDX,SFO,2,773.0,Second Quarter
PDX,SJC,2,1680.0,Second Quarter
PDX,SLC,2,217.0,Second Quarter
PDX,SMF,2,2082.0,Second Quarter
PDX,SNA,2,414.0,Second Quarter
PDX,STS,2,98.0,Second Quarter
PGD,LEX,2,40.0,Second Quarter
PHL,ATL,2,1034.0,Second Quarter
PHL,BNA,2,192.0,Second Quarter
PHL,BOS,2,2744.0,Second Quarter
PHL,CLT,2,331.0,Second Quarter
PHL,CMH,2,43.0,Second Quarter
PHL,DAL,2,40.0,Second Quarter
PHL,DEN,2,394.0,Second Quarter
PHL,DFW,2,852.0,Second Quarter
PHL,DTW,2,85.0,Second Quarter
PHL,FLL,2,733.0,Second Quarter
PHL,IAH,2,50.0,Second Quarter
PHL,LAS,2,557.0,Second Quarter
PHL,LAX,2,851.0,Second Quarter
PHL,MCO,2,3560.0,Second Quarter
PHL,MDW,2,1881.0,Second Quarter
PHL,MIA,2,832.0,Second Quarter
PHL,MSP,2,61.0,Second Quarter
PHL,MSY,2,43.0,Second Quarter
PHL,ORD,2,3516.0,Second Quarter
PHL,PBI,2,237.0,Second Quarter
PHL,PHX,2,1101.0,Second Quarter
PHL,PIT,2,128.0,Second Quarter
PHL,PVD,2,48.0,Second Quarter
PHL,RSW,2,213.0,Second Quarter
PHL,SAN,2,107.0,Second Quarter
PHL,SEA,2,41.0,Second Quarter
PHL,SFO,2,639.0,Second Quarter
PHL,SJU,2,894.0,Second Quarter
PHL,STT,2,73.0,Second Quarter
PHL,TPA,2,1313.0,Second Quarter
PHX,ABQ,2,1472.0,Second Quarter
PHX,ANC,2,40.0,Second Quarter
PHX,ATL,2,646.0,Second Quarter
PHX,AUS,2,312.0,Second Quarter
PHX,BNA,2,278.0,Second Quarter
PHX,BOI,2,40.0,Second Quarter
PHX,BOS,2,764.0,Second Quarter
PHX,BUF,2,54.0,Second Quarter
PHX,BUR,2,1707.0,Second Quarter
PHX,BWI,2,375.0,Second Quarter
PHX,CLE,2,104.0,Second Quarter
PHX,CLT,2,214.0,Second Quarter
PHX,CMH,2,181.0,Second Quarter
PHX,CVG,2,61.0,Second Quarter
PHX,DAL,2,818.0,Second Quarter
PHX,DCA,2,90.0,Second Quarter
PHX,DEN,2,4939.0,Second Quarter
PHX,DFW,2,868.0,Second Quarter
PHX,DTW,2,558.0,Second Quarter
PHX,ELP,2,95.0,Second Quarter
PHX,EWR,2,818.0,Second Quarter
PHX,FLL,2,170.0,Second Quarter
PHX,GEG,2,41.0,Second Quarter
PHX,GJT,2,47.0,Second Quarter
PHX,HNL,2,57.0,Second Quarter
PHX,HOU,2,598.0,Second Quarter
PHX,IAH,2,136.0,Second Quarter
PHX,IND,2,258.0,Second Quarter
PHX,JFK,2,692.0,Second Quarter
PHX,LAS,2,3922.0,Second Quarter
PHX,LAX,2,3552.0,Second Quarter
PHX,MCI,2,620.0,Second Quarter
PHX,MCO,2,885.0,Second Quarter
PHX,MDW,2,3025.0,Second Quarter
PHX,MIA,2,210.0,Second Quarter
PHX,MKE,2,1072.0,Second Quarter
PHX,MSP,2,1537.0,Second Quarter
PHX,MSY,2,40.0,Second Quarter
PHX,OAK,2,2117.0,Second Quarter
PHX,OKC,2,43.0,Second Quarter
PHX,OMA,2,343.0,Second Quarter
PHX,ONT,2,582.0,Second Quarter
PHX,ORD,2,2097.0,Second Quarter
PHX,PDX,2,1302.0,Second Quarter
PHX,PHL,2,1269.0,Second Quarter
PHX,PIT,2,56.0,Second Quarter
PHX,RDU,2,83.0,Second Quarter
PHX,RNO,2,240.0,Second Quarter
PHX,SAN,2,3899.0,Second Quarter
PHX,SAT,2,227.0,Second Quarter
PHX,SEA,2,3455.0,Second Quarter
PHX,SFO,2,2355.0,Second Quarter
PHX,SJC,2,1639.0,Second Quarter
PHX,SLC,2,2245.0,Second Quarter
PHX,SMF,2,1392.0,Second Quarter
PHX,SNA,2,1858.0,Second Quarter
PHX,STL,2,790.0,Second Quarter
PHX,TPA,2,493.0,Second Quarter
PIE,FAR,2,42.0,Second Quarter
PIT,ATL,2,312.0,Second Quarter
PIT,BOS,2,155.0,Second Quarter
PIT,CLT,2,92.0,Second Quarter
PIT,EWR,2,45.0,Second Quarter
PIT,FLL,2,295.0,Second Quarter
PIT,LAS,2,256.0,Second Quarter
PIT,LAX,2,48.0,Second Quarter
PIT,MCO,2,945.0,Second Quarter
PIT,MDW,2,523.0,Second Quarter
PIT,PHL,2,180.0,Second Quarter
PIT,PHX,2,42.0,Second Quarter
PIT,RSW,2,198.0,Second Quarter
PIT,TPA,2,820.0,Second Quarter
PNS,BNA,2,63.0,Second Quarter
PPG,HNL,2,71.0,Second Quarter
PSC,SEA,2,45.0,Second Quarter
PSE,JFK,2,89.0,Second Quarter
PSE,MCO,2,92.0,Second Quarter
PSP,PDX,2,146.0,Second Quarter
PSP,SEA,2,996.0,Second Quarter
PSP,SFO,2,283.0,Second Quarter
PVD,ATL,2,44.0,Second Quarter
PVD,BWI,2,300.0,Second Quarter
PVD,CLT,2,115.0,Second Quarter
PVD,DCA,2,377.0,Second Quarter
PVD,FLL,2,301.0,Second Quarter
PVD,MCO,2,1939.0,Second Quarter
PVD,MDW,2,52.0,Second Quarter
PVD,PHL,2,48.0,Second Quarter
PVD,TPA,2,351.0,Second Quarter
PVU,AZA,2,494.0,Second Quarter
PVU,LAX,2,213.0,Second Quarter
PVU,OAK,2,197.0,Second Quarter
PVU,SAN,2,55.0,Second Quarter
PWM,BWI,2,90.0,Second Quarter
RDU,ATL,2,614.0,Second Quarter
RDU,BNA,2,397.0,Second Quarter
RDU,BOS,2,592.0,Second Quarter
RDU,BWI,2,716.0,Second Quarter
RDU,DEN,2,183.0,Second Quarter
RDU,DFW,2,428.0,Second Quarter
RDU,EWR,2,56.0,Second Quarter
RDU,FLL,2,147.0,Second Quarter
RDU,JFK,2,42.0,Second Quarter
RDU,LAS,2,245.0,Second Quarter
RDU,LAX,2,45.0,Second Quarter
RDU,LGA,2,140.0,Second Quarter
RDU,MCO,2,431.0,Second Quarter
RDU,MDW,2,517.0,Second Quarter
RDU,MIA,2,151.0,Second Quarter
RDU,ORD,2,298.0,Second Quarter
RDU,PHX,2,44.0,Second Quarter
RDU,SFO,2,112.0,Second Quarter
RDU,TPA,2,677.0,Second Quarter
RIC,ATL,2,47.0,Second Quarter
RIC,BOS,2,100.0,Second Quarter
RNO,DEN,2,131.0,Second Quarter
RNO,LAS,2,2852.0,Second Quarter
RNO,LAX,2,607.0,Second Quarter
RNO,LGB,2,42.0,Second Quarter
RNO,OAK,2,200.0,Second Quarter
RNO,PDX,2,186.0,Second Quarter
RNO,PHX,2,281.0,Second Quarter
RNO,SAN,2,277.0,Second Quarter
RNO,SEA,2,201.0,Second Quarter
ROC,JFK,2,59.0,Second Quarter
ROC,MCO,2,43.0,Second Quarter
ROC,TPA,2,40.0,Second Quarter
RSW,ACY,2,177.0,Second Quarter
RSW,ATL,2,381.0,Second Quarter
RSW,BDL,2,138.0,Second Quarter
RSW,BOS,2,1229.0,Second Quarter
RSW,BWI,2,669.0,Second Quarter
RSW,CLE,2,180.0,Second Quarter
RSW,CMH,2,159.0,Second Quarter
RSW,CVG,2,40.0,Second Quarter
RSW,DFW,2,156.0,Second Quarter
RSW,DTW,2,688.0,Second Quarter
RSW,EWR,2,1435.0,Second Quarter
RSW,HPN,2,48.0,Second Quarter
RSW,IND,2,227.0,Second Quarter
RSW,JFK,2,336.0,Second Quarter
RSW,MCI,2,41.0,Second Quarter
RSW,MDW,2,1650.0,Second Quarter
RSW,MKE,2,91.0,Second Quarter
RSW,MSP,2,294.0,Second Quarter
RSW,ORD,2,657.0,Second Quarter
RSW,PHL,2,317.0,Second Quarter
RSW,PIT,2,212.0,Second Quarter
RSW,SJU,2,40.0,Second Quarter
RSW,STL,2,337.0,Second Quarter
SAN,ABQ,2,255.0,Second Quarter
SAN,ATL,2,233.0,Second Quarter
SAN,AUS,2,195.0,Second Quarter
SAN,BNA,2,49.0,Second Quarter
SAN,BOS,2,293.0,Second Quarter
SAN,BWI,2,433.0,Second Quarter
SAN,DAL,2,392.0,Second Quarter
SAN,DEN,2,1905.0,Second Quarter
SAN,DFW,2,867.0,Second Quarter
SAN,DTW,2,246.0,Second Quarter
SAN,EWR,2,359.0,Second Quarter
SAN,FAT,2,205.0,Second Quarter
SAN,FLL,2,70.0,Second Quarter
SAN,HNL,2,218.0,Second Quarter
SAN,HOU,2,150.0,Second Quarter
SAN,IAD,2,378.0,Second Quarter
SAN,IAH,2,65.0,Second Quarter
SAN,JFK,2,1200.0,Second Quarter
SAN,LAS,2,4274.0,Second Quarter
SAN,MCI,2,264.0,Second Quarter
SAN,MCO,2,102.0,Second Quarter
SAN,MDW,2,650.0,Second Quarter
SAN,MIA,2,174.0,Second Quarter
SAN,MSP,2,323.0,Second Quarter
SAN,OAK,2,5444.0,Second Quarter
SAN,OGG,2,72.0,Second Quarter
SAN,ORD,2,417.0,Second Quarter
SAN,PDX,2,1157.0,Second Quarter
SAN,PHL,2,107.0,Second Quarter
SAN,PHX,2,3851.0,Second Quarter
SAN,PVU,2,55.0,Second Quarter
SAN,RNO,2,182.0,Second Quarter
SAN,SAT,2,188.0,Second Quarter
SAN,SEA,2,2878.0,Second Quarter
SAN,SFO,2,5002.0,Second Quarter
SAN,SJC,2,6309.0,Second Quarter
SAN,SLC,2,377.0,Second Quarter
SAN,SMF,2,4813.0,Second Quarter
SAN,STL,2,96.0,Second Quarter
SAN,STS,2,45.0,Second Quarter
SAN,TUS,2,102.0,Second Quarter
SAT,ATL,2,163.0,Second Quarter
SAT,BNA,2,150.0,Second Quarter
SAT,BWI,2,273.0,Second Quarter
SAT,DAL,2,1785.0,Second Quarter
SAT,DEN,2,278.0,Second Quarter
SAT,DFW,2,661.0,Second Quarter
SAT,ELP,2,250.0,Second Quarter
SAT,HOU,2,116.0,Second Quarter
SAT,LAS,2,510.0,Second Quarter
SAT,LAX,2,199.0,Second Quarter
SAT,MCI,2,110.0,Second Quarter
SAT,MCO,2,262.0,Second Quarter
SAT,MDW,2,120.0,Second Quarter
SAT,MSY,2,55.0,Second Quarter
SAT,PHX,2,179.0,Second Quarter
SAT,SAN,2,137.0,Second Quarter
SAT,SEA,2,195.0,Second Quarter
SAT,SLC,2,92.0,Second Quarter
SAV,BOS,2,55.0,Second Quarter
SAV,JFK,2,105.0,Second Quarter
SBA,SFO,2,53.0,Second Quarter
SCC,ANC,2,136.0,Second Quarter
SCK,LAS,2,325.0,Second Quarter
SDF,BWI,2,144.0,Second Quarter
SDF,DCA,2,129.0,Second Quarter
SDF,MCO,2,69.0,Second Quarter
SDF,MDW,2,93.0,Second Quarter
SDF,TPA,2,107.0,Second Quarter
SEA,ABQ,2,51.0,Second Quarter
SEA,AKN,2,131.0,Second Quarter
SEA,ALW,2,51.0,Second Quarter
SEA,ANC,2,1280.0,Second Quarter
SEA,ATL,2,437.0,Second Quarter
SEA,AUS,2,240.0,Second Quarter
SEA,BIL,2,40.0,Second Quarter
SEA,BNA,2,49.0,Second Quarter
SEA,BOI,2,447.0,Second Quarter
SEA,BOS,2,606.0,Second Quarter
SEA,BUR,2,493.0,Second Quarter
SEA,BWI,2,110.0,Second Quarter
SEA,BZN,2,53.0,Second Quarter
SEA,DAL,2,108.0,Second Quarter
SEA,DCA,2,261.0,Second Quarter
SEA,DEN,2,1338.0,Second Quarter
SEA,DFW,2,1903.0,Second Quarter
SEA,DTW,2,287.0,Second Quarter
SEA,DUT,2,141.0,Second Quarter
SEA,EWR,2,699.0,Second Quarter
SEA,FLL,2,58.0,Second Quarter
SEA,GEG,2,667.0,Second Quarter
SEA,GTF,2,40.0,Second Quarter
SEA,HNL,2,381.0,Second Quarter
SEA,IAD,2,509.0,Second Quarter
SEA,IAH,2,148.0,Second Quarter
SEA,IND,2,40.0,Second Quarter
SEA,JFK,2,651.0,Second Quarter
SEA,JNU,2,454.0,Second Quarter
SEA,KOA,2,173.0,Second Quarter
SEA,KTN,2,305.0,Second Quarter
SEA,LAS,2,4243.0,Second Quarter
SEA,LAX,2,5869.0,Second Quarter
SEA,LGB,2,86.0,Second Quarter
SEA,LIH,2,143.0,Second Quarter
SEA,MCI,2,55.0,Second Quarter
SEA,MCO,2,367.0,Second Quarter
SEA,MDW,2,273.0,Second Quarter
SEA,MFR,2,97.0,Second Quarter
SEA,MKE,2,55.0,Second Quarter
SEA,MSO,2,92.0,Second Quarter
SEA,MSP,2,785.0,Second Quarter
SEA,MSY,2,46.0,Second Quarter
SEA,OAK,2,1904.0,Second Quarter
SEA,OGG,2,514.0,Second Quarter
SEA,ONT,2,209.0,Second Quarter
SEA,ORD,2,1151.0,Second Quarter
SEA,PDX,2,425.0,Second Quarter
SEA,PHL,2,41.0,Second Quarter
SEA,PHX,2,3540.0,Second Quarter
SEA,PSC,2,45.0,Second Quarter
SEA,PSP,2,864.0,Second Quarter
SEA,RNO,2,201.0,Second Quarter
SEA,SAN,2,2722.0,Second Quarter
SEA,SAT,2,135.0,Second Quarter
SEA,SFO,2,1998.0,Second Quarter
SEA,SJC,2,2937.0,Second Quarter
SEA,SLC,2,877.0,Second Quarter
SEA,SMF,2,1971.0,Second Quarter
SEA,SNA,2,1815.0,Second Quarter
SEA,STL,2,44.0,Second Quarter
SEA,TUS,2,332.0,Second Quarter
SFB,SJU,2,45.0,Second Quarter
SFO,ATL,2,778.0,Second Quarter
SFO,AUS,2,332.0,Second Quarter
SFO,BOS,2,3264.0,Second Quarter
SFO,BUR,2,1399.0,Second Quarter
SFO,BWI,2,48.0,Second Quarter
SFO,CLE,2,109.0,Second Quarter
SFO,CLT,2,229.0,Second Quarter
SFO,CVG,2,46.0,Second Quarter
SFO,DAL,2,297.0,Second Quarter
SFO,DCA,2,267.0,Second Quarter
SFO,DEN,2,2770.0,Second Quarter
SFO,DFW,2,1046.0,Second Quarter
SFO,DTW,2,521.0,Second Quarter
SFO,EWR,2,4692.0,Second Quarter
SFO,FLL,2,655.0,Second Quarter
SFO,HNL,2,606.0,Second Quarter
SFO,IAD,2,1891.0,Second Quarter
SFO,IAH,2,556.0,Second Quarter
SFO,JFK,2,5548.0,Second Quarter
SFO,KOA,2,215.0,Second Quarter
SFO,LAS,2,7386.0,Second Quarter
SFO,LAX,2,9245.0,Second Quarter
SFO,LGB,2,1611.0,Second Quarter
SFO,LIH,2,133.0,Second Quarter
SFO,MCO,2,278.0,Second Quarter
SFO,MDW,2,317.0,Second Quarter
SFO,MIA,2,602.0,Second Quarter
SFO,MKE,2,126.0,Second Quarter
SFO,MSP,2,1123.0,Second Quarter
SFO,MSY,2,68.0,Second Quarter
SFO,OGG,2,421.0,Second Quarter
SFO,ONT,2,109.0,Second Quarter
SFO,ORD,2,3229.0,Second Quarter
SFO,PDX,2,748.0,Second Quarter
SFO,PHL,2,640.0,Second Quarter
SFO,PHX,2,2148.0,Second Quarter
SFO,PSP,2,299.0,Second Quarter
SFO,RDU,2,95.0,Second Quarter
SFO,SAN,2,5206.0,Second Quarter
SFO,SBA,2,54.0,Second Quarter
SFO,SEA,2,1737.0,Second Quarter
SFO,SLC,2,477.0,Second Quarter
SFO,SNA,2,3545.0,Second Quarter
SFO,STL,2,48.0,Second Quarter
SFO,TPA,2,119.0,Second Quarter
SJC,ATL,2,45.0,Second Quarter
SJC,AUS,2,84.0,Second Quarter
SJC,BUR,2,3445.0,Second Quarter
SJC,BWI,2,90.0,Second Quarter
SJC,DAL,2,42.0,Second Quarter
SJC,DEN,2,402.0,Second Quarter
SJC,DFW,2,45.0,Second Quarter
SJC,EWR,2,192.0,Second Quarter
SJC,HNL,2,43.0,Second Quarter
SJC,JFK,2,44.0,Second Quarter
SJC,LAS,2,3218.0,Second Quarter
SJC,LAX,2,4083.0,Second Quarter
SJC,LGB,2,1173.0,Second Quarter
SJC,LIH,2,47.0,Second Quarter
SJC,MDW,2,40.0,Second Quarter
SJC,OGG,2,108.0,Second Quarter
SJC,ONT,2,1146.0,Second Quarter
SJC,PDX,2,1479.0,Second Quarter
SJC,PHX,2,1526.0,Second Quarter
SJC,SAN,2,6027.0,Second Quarter
SJC,SEA,2,2802.0,Second Quarter
SJC,SLC,2,348.0,Second Quarter
SJC,SNA,2,4559.0,Second Quarter
SJU,ATL,2,152.0,Second Quarter
SJU,BDL,2,741.0,Second Quarter
SJU,BOS,2,649.0,Second Quarter
SJU,BWI,2,811.0,Second Quarter
SJU,CLT,2,140.0,Second Quarter
SJU,DCA,2,89.0,Second Quarter
SJU,DFW,2,95.0,Second Quarter
SJU,EWR,2,1395.0,Second Quarter
SJU,FLL,2,1849.0,Second Quarter
SJU,IAH,2,60.0,Second Quarter
SJU,JFK,2,3938.0,Second Quarter
SJU,MCO,2,5350.0,Second Quarter
SJU,MIA,2,1712.0,Second Quarter
SJU,ORD,2,290.0,Second Quarter
SJU,PHL,2,984.0,Second Quarter
SJU,RSW,2,40.0,Second Quarter
SJU,SFB,2,56.0,Second Quarter
SJU,STT,2,102.0,Second Quarter
SJU,TPA,2,548.0,Second Quarter
SLC,ATL,2,266.0,Second Quarter
SLC,AUS,2,42.0,Second Quarter
SLC,BOS,2,91.0,Second Quarter
SLC,BWI,2,138.0,Second Quarter
SLC,DEN,2,567.0,Second Quarter
SLC,DFW,2,654.0,Second Quarter
SLC,DTW,2,45.0,Second Quarter
SLC,HNL,2,120.0,Second Quarter
SLC,JFK,2,772.0,Second Quarter
SLC,LAS,2,975.0,Second Quarter
SLC,LAX,2,1986.0,Second Quarter
SLC,LGB,2,1141.0,Second Quarter
SLC,MCI,2,44.0,Second Quarter
SLC,MCO,2,265.0,Second Quarter
SLC,MDW,2,89.0,Second Quarter
SLC,MSP,2,277.0,Second Quarter
SLC,OAK,2,289.0,Second Quarter
SLC,ORD,2,53.0,Second Quarter
SLC,PDX,2,259.0,Second Quarter
SLC,PHX,2,2175.0,Second Quarter
SLC,SAN,2,446.0,Second Quarter
SLC,SAT,2,92.0,Second Quarter
SLC,SEA,2,883.0,Second Quarter
SLC,SFO,2,466.0,Second Quarter
SLC,SJC,2,398.0,Second Quarter
SLC,SNA,2,177.0,Second Quarter
SMF,ATL,2,49.0,Second Quarter
SMF,BUR,2,3598.0,Second Quarter
SMF,DEN,2,329.0,Second Quarter
SMF,DFW,2,86.0,Second Quarter
SMF,HNL,2,46.0,Second Quarter
SMF,JFK,2,42.0,Second Quarter
SMF,LAS,2,2062.0,Second Quarter
SMF,LAX,2,3553.0,Second Quarter
SMF,LGB,2,290.0,Second Quarter
SMF,MDW,2,111.0,Second Quarter
SMF,OGG,2,88.0,Second Quarter
SMF,ONT,2,2797.0,Second Quarter
SMF,PDX,2,2107.0,Second Quarter
SMF,PHX,2,1266.0,Second Quarter
SMF,SAN,2,4679.0,Second Quarter
SMF,SEA,2,1961.0,Second Quarter
SMF,SLC,2,42.0,Second Quarter
SMF,SNA,2,3239.0,Second Quarter
SNA,ATL,2,73.0,Second Quarter
SNA,DAL,2,42.0,Second Quarter
SNA,DEN,2,786.0,Second Quarter
SNA,DFW,2,977.0,Second Quarter
SNA,EWR,2,289.0,Second Quarter
SNA,HOU,2,41.0,Second Quarter
SNA,IAH,2,51.0,Second Quarter
SNA,LAS,2,1576.0,Second Quarter
SNA,MDW,2,48.0,Second Quarter
SNA,MSP,2,43.0,Second Quarter
SNA,OAK,2,3317.0,Second Quarter
SNA,ORD,2,562.0,Second Quarter
SNA,PDX,2,447.0,Second Quarter
SNA,PHX,2,1932.0,Second Quarter
SNA,SEA,2,1814.0,Second Quarter
SNA,SFO,2,3537.0,Second Quarter
SNA,SJC,2,4378.0,Second Quarter
SNA,SLC,2,177.0,Second Quarter
SNA,SMF,2,3288.0,Second Quarter
SRQ,ATL,2,64.0,Second Quarter
SRQ,JFK,2,101.0,Second Quarter
STL,ATL,2,231.0,Second Quarter
STL,AUS,2,40.0,Second Quarter
STL,BNA,2,41.0,Second Quarter
STL,BOS,2,361.0,Second Quarter
STL,BWI,2,468.0,Second Quarter
STL,DAL,2,944.0,Second Quarter
STL,DCA,2,231.0,Second Quarter
STL,DEN,2,976.0,Second Quarter
STL,DFW,2,338.0,Second Quarter
STL,DTW,2,43.0,Second Quarter
STL,ECP,2,91.0,Second Quarter
STL,EWR,2,40.0,Second Quarter
STL,FLL,2,168.0,Second Quarter
STL,HOU,2,401.0,Second Quarter
